Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
532.043249,RenTech_1,Tick,649,697,-48,48,122900,122600,-13861,356961,345201,OK
532.043249,hbxql_114514,Tick,953,1053,-100,100,122900,122600,-12851,619859,595359,OK
532.043249,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122900,122600,40612,423688,401638,OK
532.043249,Himalayas_748297,Tick,744,845,-101,99,122900,122600,22788,256212,-13733,BREACH
532.043249,Quicker_1024,Tick,4087,4121,-34,34,122900,122600,24735,-427935,-436265,OK
532.043249,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122900,122600,11915,-3551815,-13565,BREACH
532.043249,DollarsPlusPlus_1,Tick,886,776,110,-90,122900,122600,-18983,-2552117,-73167,BREACH
532.215387,RenTech_1,Tick,649,697,-48,48,122900,122600,-13861,356961,345201,OK
532.215387,hbxql_114514,Tick,953,1053,-100,100,122900,122600,-12851,619859,595359,OK
532.215387,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122900,122600,40612,423688,401638,OK
532.215387,Himalayas_748297,Tick,744,845,-101,99,122900,122600,22788,256212,-13733,BREACH
532.215387,Quicker_1024,Tick,4087,4121,-34,34,122900,122600,24735,-427935,-436265,OK
532.215387,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122900,122600,11915,-3551815,-13565,BREACH
532.215387,DollarsPlusPlus_1,Tick,886,776,110,-90,122900,122600,-18983,-2552117,-73167,BREACH
532.52639,RenTech_1,Tick,649,697,-48,48,122900,122400,-13861,356961,345201,OK
532.52639,hbxql_114514,Tick,953,1053,-100,100,122900,122400,-12851,619859,595359,OK
532.52639,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122900,122400,40612,423688,401638,OK
532.52639,Himalayas_748297,Tick,744,845,-101,99,122900,122400,22788,256212,-13333,BREACH
532.52639,Quicker_1024,Tick,4087,4121,-34,34,122900,122400,24735,-427935,-436265,OK
532.52639,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122900,122400,11915,-3551815,-19365,BREACH
532.52639,DollarsPlusPlus_1,Tick,886,776,110,-90,122900,122400,-18983,-2552117,-77167,BREACH
532.794858,RenTech_1,Tick,649,697,-48,48,122800,122400,-13861,356961,345201,OK
532.794858,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
532.794858,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
532.794858,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
532.794858,Quicker_1024,Tick,4087,4131,-44,44,122800,122400,24981,-424181,-434961,OK
532.794858,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
532.794858,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
533.005065,RenTech_1,Tick,649,697,-48,48,122800,122400,-13861,356961,345201,OK
533.005065,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
533.005065,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
533.005065,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
533.005065,Quicker_1024,Tick,4087,4131,-44,44,122800,122400,24981,-424181,-434961,OK
533.005065,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
533.005065,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
533.266031,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
533.266031,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
533.266031,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
533.266031,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
533.266031,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
533.266031,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
533.266031,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
533.462257,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
533.462257,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
533.462257,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
533.462257,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
533.462257,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
533.462257,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
533.462257,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
533.758189,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
533.758189,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
533.758189,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
533.758189,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
533.758189,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
533.758189,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
533.758189,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
533.996203,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
533.996203,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
533.996203,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
533.996203,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
533.996203,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
533.996203,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
533.996203,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
534.247724,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
534.247724,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
534.247724,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
534.247724,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
534.247724,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
534.247724,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
534.247724,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
534.508807,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
534.508807,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
534.508807,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
534.508807,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
534.508807,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
534.508807,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
534.508807,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
534.726097,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
534.726097,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
534.726097,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
534.726097,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
534.726097,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
534.726097,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
534.726097,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
535.012103,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
535.012103,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
535.012103,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
535.012103,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
535.012103,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
535.012103,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
535.012103,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
535.291577,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
535.291577,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
535.291577,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
535.291577,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
535.291577,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
535.291577,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
535.291577,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
535.471636,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
535.471636,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
535.471636,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
535.471636,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
535.471636,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
535.471636,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
535.471636,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
535.709392,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
535.709392,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
535.709392,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
535.709392,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
535.709392,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
535.709392,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
535.709392,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
536.020016,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
536.020016,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
536.020016,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
536.020016,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
536.020016,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
536.020016,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
536.020016,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
536.290561,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
536.290561,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
536.290561,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
536.290561,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
536.290561,Quicker_1024,Tick,4097,4131,-34,34,122800,122400,25227,-429427,-437757,OK
536.290561,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
536.290561,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
536.542852,RenTech_1,Tick,649,707,-58,58,123000,122500,-13984,361084,346874,OK
536.542852,hbxql_114514,Tick,953,1053,-100,100,123000,122500,-12851,619859,595359,OK
536.542852,ZenlikeTrading_428586,Tick,1767,1857,-90,90,123000,122500,40612,423688,401638,OK
536.542852,Himalayas_748297,Tick,744,845,-101,99,123000,122500,22788,256212,-13533,BREACH
536.542852,Quicker_1024,Tick,4097,4141,-44,44,123000,122500,25104,-425304,-436084,OK
536.542852,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123000,122500,11915,-3551815,-16465,BREACH
536.542852,DollarsPlusPlus_1,Tick,886,776,110,-90,123000,122500,-18983,-2552117,-75167,BREACH
536.738721,RenTech_1,Tick,649,707,-58,58,122900,122500,-13984,361084,346874,OK
536.738721,hbxql_114514,Tick,953,1053,-100,100,122900,122500,-12851,619859,595359,OK
536.738721,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122900,122500,40612,423688,401638,OK
536.738721,Himalayas_748297,Tick,744,845,-101,99,122900,122500,22788,256212,-13533,BREACH
536.738721,Quicker_1024,Tick,4107,4141,-34,34,122900,122500,24981,-430181,-438511,OK
536.738721,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122900,122500,11915,-3551815,-16465,BREACH
536.738721,DollarsPlusPlus_1,Tick,886,776,110,-90,122900,122500,-18983,-2552117,-75167,BREACH
537.000376,RenTech_1,Tick,649,707,-58,58,122800,122500,-13984,361084,346874,OK
537.000376,hbxql_114514,Tick,953,1053,-100,100,122800,122500,-12851,619859,595359,OK
537.000376,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122500,40612,423688,401638,OK
537.000376,Himalayas_748297,Tick,744,845,-101,99,122800,122500,22788,256212,-13533,BREACH
537.000376,Quicker_1024,Tick,4117,4141,-24,24,122800,122500,25190,-434490,-440370,OK
537.000376,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122500,11915,-3551815,-16465,BREACH
537.000376,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122500,-18983,-2552117,-75167,BREACH
537.230206,RenTech_1,Tick,649,707,-58,58,122800,122500,-13984,361084,346874,OK
537.230206,hbxql_114514,Tick,953,1053,-100,100,122800,122500,-12851,619859,595359,OK
537.230206,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122500,40612,423688,401638,OK
537.230206,Himalayas_748297,Tick,744,845,-101,99,122800,122500,22788,256212,-13533,BREACH
537.230206,Quicker_1024,Tick,4117,4141,-24,24,122800,122500,25190,-434490,-440370,OK
537.230206,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122500,11915,-3551815,-16465,BREACH
537.230206,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122500,-18983,-2552117,-75167,BREACH
537.489704,RenTech_1,Tick,649,707,-58,58,122800,122500,-13984,361084,346874,OK
537.489704,hbxql_114514,Tick,953,1053,-100,100,122800,122500,-12851,619859,595359,OK
537.489704,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122500,40612,423688,401638,OK
537.489704,Himalayas_748297,Tick,744,845,-101,99,122800,122500,22788,256212,-13533,BREACH
537.489704,Quicker_1024,Tick,4117,4151,-34,34,122800,122500,25436,-432736,-441066,OK
537.489704,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122500,11915,-3551815,-16465,BREACH
537.489704,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122500,-18983,-2552117,-75167,BREACH
537.750166,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
537.750166,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
537.750166,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
537.750166,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
537.750166,Quicker_1024,Tick,4117,4151,-34,34,122800,122400,25436,-432736,-441066,OK
537.750166,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
537.750166,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
537.985381,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
537.985381,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
537.985381,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
537.985381,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
537.985381,Quicker_1024,Tick,4117,4151,-34,34,122800,122400,25436,-432736,-441066,OK
537.985381,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
537.985381,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
538.267553,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
538.267553,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
538.267553,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
538.267553,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
538.267553,Quicker_1024,Tick,4117,4151,-34,34,122800,122400,25436,-432736,-441066,OK
538.267553,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
538.267553,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
538.470078,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
538.470078,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
538.470078,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
538.470078,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
538.470078,Quicker_1024,Tick,4117,4151,-34,34,122800,122400,25436,-432736,-441066,OK
538.470078,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
538.470078,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
538.769525,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
538.769525,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
538.769525,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
538.769525,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
538.769525,Quicker_1024,Tick,4117,4151,-34,34,122800,122400,25436,-432736,-441066,OK
538.769525,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
538.769525,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
538.96125,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
538.96125,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
538.96125,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
538.96125,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
538.96125,Quicker_1024,Tick,4117,4161,-44,44,122800,122400,25682,-429982,-440762,OK
538.96125,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
538.96125,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
539.219374,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
539.219374,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
539.219374,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
539.219374,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
539.219374,Quicker_1024,Tick,4117,4161,-44,44,122800,122400,25682,-429982,-440762,OK
539.219374,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
539.219374,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
539.471129,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
539.471129,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
539.471129,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
539.471129,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
539.471129,Quicker_1024,Tick,4117,4161,-44,44,122800,122400,25682,-429982,-440762,OK
539.471129,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
539.471129,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
539.725038,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
539.725038,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
539.725038,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
539.725038,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
539.725038,Quicker_1024,Tick,4117,4161,-44,44,122800,122400,25682,-429982,-440762,OK
539.725038,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
539.725038,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
540.043496,RenTech_1,Tick,649,707,-58,58,122800,122400,-13984,361084,346874,OK
540.043496,hbxql_114514,Tick,953,1053,-100,100,122800,122400,-12851,619859,595359,OK
540.043496,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,122400,40612,423688,401638,OK
540.043496,Himalayas_748297,Tick,744,845,-101,99,122800,122400,22788,256212,-13333,BREACH
540.043496,Quicker_1024,Tick,4117,4161,-44,44,122800,122400,25682,-429982,-440762,OK
540.043496,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,122400,11915,-3551815,-19365,BREACH
540.043496,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,122400,-18983,-2552117,-77167,BREACH
540.293318,RenTech_1,Tick,649,709,-60,60,123300,122400,-14009,361909,347209,OK
540.293318,hbxql_114514,Tick,953,1053,-100,100,123300,122400,-12851,619859,595359,OK
540.293318,ZenlikeTrading_428586,Tick,1767,1857,-90,90,123300,122400,40612,423688,401638,OK
540.293318,Himalayas_748297,Tick,744,845,-101,99,123300,122400,22788,256212,-13333,BREACH
540.293318,Quicker_1024,Tick,4127,4161,-34,34,123300,122400,25928,-434428,-442758,OK
540.293318,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123300,122400,11915,-3551815,-19365,BREACH
540.293318,DollarsPlusPlus_1,Tick,886,776,110,-90,123300,122400,-18983,-2552117,-77167,BREACH
540.477187,RenTech_1,Tick,649,709,-60,60,123300,122400,-14009,361909,347209,OK
540.477187,hbxql_114514,Tick,953,1053,-100,100,123300,122400,-12851,619859,595359,OK
540.477187,ZenlikeTrading_428586,Tick,1767,1857,-90,90,123300,122400,40612,423688,401638,OK
540.477187,Himalayas_748297,Tick,744,845,-101,99,123300,122400,22788,256212,-13333,BREACH
540.477187,Quicker_1024,Tick,4127,4161,-34,34,123300,122400,25928,-434428,-442758,OK
540.477187,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123300,122400,11915,-3551815,-19365,BREACH
540.477187,DollarsPlusPlus_1,Tick,886,776,110,-90,123300,122400,-18983,-2552117,-77167,BREACH
540.707837,RenTech_1,Tick,649,709,-60,60,123300,122400,-14009,361909,347209,OK
540.707837,hbxql_114514,Tick,953,1053,-100,100,123300,122400,-12851,619859,595359,OK
540.707837,ZenlikeTrading_428586,Tick,1767,1857,-90,90,123300,122400,40612,423688,401638,OK
540.707837,Himalayas_748297,Tick,744,845,-101,99,123300,122400,22788,256212,-13333,BREACH
540.707837,Quicker_1024,Tick,4127,4161,-34,34,123300,122400,25928,-434428,-442758,OK
540.707837,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123300,122400,11915,-3551815,-19365,BREACH
540.707837,DollarsPlusPlus_1,Tick,886,776,110,-90,123300,122400,-18983,-2552117,-77167,BREACH
541.01461,RenTech_1,Tick,649,709,-60,60,122800,123100,-14009,361909,376669,OK
541.01461,hbxql_114514,Tick,953,1053,-100,100,122800,123100,-12851,619859,644459,OK
541.01461,ZenlikeTrading_428586,Tick,1767,1857,-90,90,122800,123100,40612,423688,445828,OK
541.01461,Himalayas_748297,Tick,744,845,-101,99,122800,123100,22788,256212,34858,BREACH
541.01461,Quicker_1024,Tick,4137,4161,-24,24,122800,123100,25805,-435305,-429401,OK
541.01461,Triumphal_Zephyr_112358,Tick,200,270,-70,99,122800,123100,11915,-3551815,35305,BREACH
541.01461,DollarsPlusPlus_1,Tick,886,776,110,-90,122800,123100,-18983,-2552117,-117177,BREACH
541.237568,RenTech_1,Tick,649,719,-70,70,123300,123100,-14132,363032,349032,OK
541.237568,hbxql_114514,Tick,953,1053,-100,100,123300,123100,-12851,619859,599859,OK
541.237568,ZenlikeTrading_428586,Tick,1777,1857,-80,80,123300,123100,40858,423442,407442,OK
541.237568,Himalayas_748297,Tick,744,845,-101,99,123300,123100,22788,256212,-10188,BREACH
541.237568,Quicker_1024,Tick,4147,4171,-24,24,123300,123100,25929,-438429,-443229,OK
541.237568,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123300,123100,11915,-3551815,4085,BREACH
541.237568,DollarsPlusPlus_1,Tick,886,776,110,-90,123300,123100,-18983,-2552117,-68117,BREACH
541.524571,RenTech_1,Tick,649,719,-70,70,123300,123100,-14132,363032,349032,OK
541.524571,hbxql_114514,Tick,953,1053,-100,100,123300,123100,-12851,619859,599859,OK
541.524571,ZenlikeTrading_428586,Tick,1777,1857,-80,80,123300,123100,40858,423442,407442,OK
541.524571,Himalayas_748297,Tick,744,845,-101,99,123300,123100,22788,256212,-10188,BREACH
541.524571,Quicker_1024,Tick,4147,4171,-24,24,123300,123100,25929,-438429,-443229,OK
541.524571,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123300,123100,11915,-3551815,4085,BREACH
541.524571,DollarsPlusPlus_1,Tick,886,776,110,-90,123300,123100,-18983,-2552117,-68117,BREACH
541.763727,RenTech_1,Tick,649,719,-70,70,123400,123100,-14132,363032,345812,OK
541.763727,hbxql_114514,Tick,953,1053,-100,100,123400,123100,-12851,619859,595259,OK
541.763727,ZenlikeTrading_428586,Tick,1777,1867,-90,90,123400,123100,41105,426195,404055,OK
541.763727,Himalayas_748297,Tick,744,845,-101,99,123400,123100,22788,256212,-14834,BREACH
541.763727,Quicker_1024,Tick,4157,4171,-14,14,123400,123100,25806,-442306,-445750,OK
541.763727,Triumphal_Zephyr_112358,Tick,200,270,-70,99,123400,123100,11915,-3551815,865,BREACH
541.763727,DollarsPlusPlus_1,Tick,886,776,110,-90,123400,123100,-18983,-2552117,-63057,BREACH
